month,ratio_quantity.04H,ratio_quantity.04K,ratio_quantity.04L,ratio_quantity.04M,ratio_quantity.04N,ratio_quantity.04Q,ratio_quantity.04V,ratio_quantity.04Y,ratio_quantity.05A,ratio_quantity.05C,ratio_quantity.05D,ratio_quantity.05F,ratio_quantity.05G,ratio_quantity.05H,ratio_quantity.05J,ratio_quantity.05L,ratio_quantity.05N,ratio_quantity.05Q,ratio_quantity.05R,ratio_quantity.05T,ratio_quantity.05V,ratio_quantity.05W,ratio_quantity.05X,ratio_quantity.05Y,ratio_quantity.06A,ratio_quantity.06D,ratio_quantity.06F,ratio_quantity.06H,ratio_quantity.06K,ratio_quantity.06L,ratio_quantity.06M,ratio_quantity.06N,ratio_quantity.06P,ratio_quantity.06Q,ratio_quantity.06T,ratio_quantity.06V,ratio_quantity.06W,ratio_quantity.06Y,ratio_quantity.07G,ratio_quantity.07H,ratio_quantity.07J,ratio_quantity.07K,ratio_quantity.07L,ratio_quantity.07M,ratio_quantity.07N,ratio_quantity.07P,ratio_quantity.07Q,ratio_quantity.07R,ratio_quantity.07T,ratio_quantity.07V,ratio_quantity.07W,ratio_quantity.07X,ratio_quantity.07Y,ratio_quantity.08A,ratio_quantity.08C,ratio_quantity.08D,ratio_quantity.08E,ratio_quantity.08F,ratio_quantity.08G,ratio_quantity.08H,ratio_quantity.08J,ratio_quantity.08K,ratio_quantity.08L,ratio_quantity.08M
1412121600,0.21726010863005432,0.1843905472636816,0.21279761904761904,0.16998011928429424,0.16824644549763032,0.22857142857142856,0.1844484629294756,0.15517241379310345,0.20578231292517007,0.21659687856870954,0.14498644986449866,0.1760883690708252,0.18245469522240526,0.21515326778484672,0.21742671009771988,0.21236559139784947,0.21737899801868102,0.17069327731092437,0.20082135523613964,0.23742816091954022,0.19535221496005808,0.12858384013900956,0.20699852143913258,0.17993527508090615,0.156855151045701,0.25742574257425743,0.21822886716503737,0.19494484010613042,0.2209026128266033,0.18409638554216867,0.2640328151986183,0.18409893992932863,0.20861678004535147,0.14106081390032008,0.1676463071811909,0.1227364185110664,0.1381631037212985,0.1158908507223114,0.1669793621013133,0.18185584092792045,0.1601123595505618,0.19838483146067415,0.18532818532818532,0.16392479435957696,0.1083844580777096,0.1963882618510158,0.0889498432601881,0.19567827130852342,0.20525783619817997,0.13552361396303902,0.1592920353982301,0.15047725996631106,0.19727177334732424,0.1472915398660986,0.1931119311193112,0.21941747572815534,0.16706730769230768,0.17717003567181927,0.17631041524846836,0.22045454545454546,0.18122555410691005,0.13320079522862824,0.1060711793440335,0.16455696202531644
1414800000,0.2170212765957447,0.18446931163106137,0.19273034657650043,0.14269005847953217,0.16768665850673195,0.23149792776791,0.18262987012987014,0.15364583333333334,0.20065609622744668,0.19894829097283084,0.14220183486238533,0.1871737509321402,0.18490054249547921,0.21191222570532917,0.23517978620019436,0.21278656764610915,0.2141089108910891,0.17111716621253406,0.1919811320754717,0.2321784149741139,0.16050420168067228,0.133991088478676,0.22148859543817526,0.18087085969482694,0.16488925348646433,0.2516297262059974,0.21323769155526573,0.1928815666770283,0.22187141216991962,0.18816231584388732,0.26558005752636626,0.1758114374034003,0.2322022621423819,0.1431021808380299,0.1746431570109152,0.11704634721131187,0.147247119078105,0.11511035653650255,0.15807560137457044,0.19321731369924142,0.155741127348643,0.20413847990449663,0.17427385892116182,0.1636005256241787,0.10351089588377724,0.1863270777479893,0.081651376146789,0.19791666666666666,0.18604651162790697,0.15371762740183792,0.14551083591331268,0.16156670746634028,0.16906077348066298,0.1437951411687459,0.21098626716604243,0.19517795637198623,0.16447368421052633,0.17328519855595667,0.18854961832061068,0.2157676348547718,0.16236722306525037,0.1322314049586777,0.1126865671641791,0.1720881427072403
1417392000,0.22189523248969983,0.1792943898207056,0.21654135338345865,0.17921830314585319,0.16405433646812956,0.22279525528623,0.1888772298006296,0.15640096618357488,0.2052465387418023,0.20097487814023246,0.14228456913827656,0.1850192061459667,0.1830411740725642,0.21390086206896552,0.2198905109489051,0.2157337367624811,0.21720076691317447,0.18486633439057545,0.20169133192389008,0.2296501558711465,0.18655097613882862,0.13409534429885697,0.21063829787234042,0.18326305546545574,0.15809996455157746,0.2259215219976219,0.22620689655172413,0.19756130976846142,0.2306501547987616,0.18856364874063988,0.26099957283212305,0.19130732375085557,0.2357869539198085,0.14875666074600355,0.17870999030067894,0.12598130841121497,0.14548181477315336,0.11342812006319115,0.1691449814126394,0.1935739785799286,0.1636788776305534,0.1983988861816916,0.1766355140186916,0.16260162601626016,0.10932798395185557,0.19748858447488585,0.08493589743589744,0.19954128440366972,0.18208661417322836,0.1441985244802146,0.14096916299559473,0.17930629041740154,0.17290192113245703,0.15171583383503914,0.20705346985210465,0.2081165452653486,0.1595744680851064,0.176342919153554,0.18634423897581792,0.22799097065462753,0.17813765182186234,0.12628624883068287,0.11259160559626916,0.1762252346193952
1420070400,0.21944632005401757,0.17792642140468226,0.21133603238866397,0.16630901287553648,0.168997668997669,0.23226164079822617,0.1952707856598017,0.14379474940334128,0.2043153969099627,0.20498162515312374,0.14412416851441243,0.18175438596491228,0.20027124773960217,0.21309450277949352,0.21850393700787402,0.21560886729426054,0.2218562874251497,0.18393782383419688,0.1941747572815534,0.2338772338772339,0.18929402637703646,0.13335349259147264,0.21417239555790588,0.18413886997957796,0.16412520064205458,0.24547511312217193,0.2301293900184843,0.1982319448606533,0.23254550393914697,0.18757583110895415,0.2653698366954851,0.1871737509321402,0.21589486858573217,0.14773820981713187,0.17599159443131074,0.12514851485148515,0.16067329762815608,0.1121751025991792,0.16203389830508474,0.18622222222222223,0.165,0.2000726216412491,0.17590822179732313,0.16770186335403728,0.10576923076923077,0.1766304347826087,0.08660060318828092,0.16790123456790124,0.16257668711656442,0.14770158251695553,0.14536585365853658,0.16454081632653061,0.15511892450879008,0.15477707006369426,0.1927860696517413,0.20644511581067473,0.17570754716981132,0.17186544342507645,0.1638198757763975,0.2064825930372149,0.15758468335787923,0.13676148796498905,0.11672862453531599,0.1698880976602238
1422748800,0.2215363511659808,0.17248255234297108,0.20435510887772193,0.1643192488262911,0.16245006657789615,0.22241992882562278,0.18040816326530612,0.14156431803490627,0.20174244486795534,0.19974059662775617,0.14396284829721362,0.17338403041825096,0.17273576097105509,0.2038060159607121,0.20279720279720279,0.20702341137123745,0.20856102003642987,0.1684867394695788,0.20039196472317491,0.22504970178926442,0.1641554321966693,0.13174404015056462,0.2201783723522854,0.17876106194690267,0.16659877800407333,0.23357664233576642,0.21813118811881188,0.19372398334934357,0.24,0.18674381904260914,0.25757202659443484,0.1845913179507235,0.20952380952380953,0.14602215508559918,0.1846670397313934,0.11989795918367346,0.14362806143628062,0.11683096020445419,0.17735042735042736,0.18402154398563733,0.15323294951284322,0.1992797118847539,0.16649537512846865,0.16276041666666666,0.10846867749419954,0.15633423180592992,0.08231420507996237,0.20251572327044026,0.19188596491228072,0.15566037735849056,0.1478723404255319,0.1684475172847266,0.15946843853820597,0.14676258992805755,0.19753086419753085,0.20557491289198607,0.17076502732240437,0.1798800799467022,0.17309205350118018,0.2336065573770492,0.15495207667731628,0.1366906474820144,0.117096018735363,0.16197975253093364
1425168000,0.20636942675159237,0.17410296411856474,0.22660098522167488,0.1657754010695187,0.17040358744394618,0.2270938729623384,0.1924953095684803,0.1527777777777778,0.19967355821545157,0.20586025544703232,0.14146341463414633,0.17732366512854317,0.1862621154656553,0.21195973949082297,0.21114106019766396,0.20486935866983372,0.20658849804578447,0.16716716716716717,0.1881886293521375,0.24971098265895952,0.18395155185465556,0.13994169096209913,0.22540781018289668,0.17410714285714285,0.15979381443298968,0.2577833125778331,0.22128525734225066,0.19583392376363895,0.23484848484848486,0.1814663023679417,0.2646147032772365,0.18211206896551724,0.21402877697841727,0.14505442498816848,0.1817716333845366,0.12258573117855735,0.13975155279503104,0.1144961499832608,0.1608667104399212,0.1906744379683597,0.15393654524089306,0.210431654676259,0.16885743174924167,0.16156670746634028,0.10355177588794397,0.15894868585732166,0.08529411764705883,0.17422434367541767,0.17857142857142858,0.1541501976284585,0.13484251968503938,0.16283292978208233,0.15869786368260427,0.14239690721649484,0.18181818181818182,0.19527235354573483,0.15985130111524162,0.18502202643171806,0.19145690312738367,0.21794871794871795,0.16057233704292528,0.14056603773584905,0.1151685393258427,0.16396761133603238
1427846400,0.21049304677623262,0.1751061744527932,0.20298977183320221,0.1568409343715239,0.16666666666666666,0.22137818773738469,0.18927911275415896,0.1467324290998767,0.21724918280110636,0.20173707066719304,0.15003441156228492,0.1695026178010471,0.18618988902589395,0.20605700712589073,0.22165325530358448,0.21296014602981442,0.2089097952407305,0.17364657814096016,0.19837691614066727,0.2454713493530499,0.20692249811888638,0.1374067699368904,0.21683673469387754,0.1764135702746365,0.16266666666666665,0.2482837528604119,0.20907418761496016,0.19245975713075403,0.22644049542272482,0.17728136882129278,0.25536672629695883,0.17570422535211266,0.2147820593809223,0.1483166515013649,0.18486096807415037,0.12023346303501946,0.1401500197394394,0.11096389532957933,0.16043507817811012,0.1769041769041769,0.17569659442724458,0.19926739926739928,0.17531120331950206,0.15746180963572268,0.10786868160500261,0.15489467162329615,0.08137510879025239,0.1705521472392638,0.1648706896551724,0.1481723237597911,0.1401015228426396,0.14579552329098608,0.1589958158995816,0.13370646766169153,0.1826086956521739,0.1942675159235669,0.17063989962358847,0.17469560614081525,0.1890625,0.22355769230769232,0.15527065527065528,0.1499482936918304,0.11127167630057803,0.15338645418326693
1430438400,0.21419270833333334,0.1722341403616304,0.21842732327243844,0.16612021857923498,0.14460784313725492,0.2165532879818594,0.18914728682170542,0.14347826086956522,0.20402157920549288,0.20627980922098568,0.15529247910863508,0.17423230974632845,0.18204911092294665,0.19681177191906807,0.2018867924528302,0.20603015075376885,0.20562705776713558,0.17429837518463812,0.1965025310630465,0.2501921598770177,0.19954819277108435,0.1395481841578496,0.22895974908520647,0.1814331097776209,0.1598470363288719,0.2457293035479632,0.21806298276886513,0.1948659764572401,0.2167851284855112,0.1821123180032355,0.26082970433188174,0.1887062187276626,0.20235878336436997,0.15082411379543914,0.17945513621594603,0.12341642827952595,0.13901345291479822,0.11758511758511758,0.15458627325208468,0.17724755006391138,0.15381460213289583,0.19197080291970803,0.17094017094017094,0.1670854271356784,0.0975609756097561,0.15375153751537515,0.08172871202396234,0.17391304347826086,0.179596174282678,0.14464534075104313,0.14651639344262296,0.16512166859791425,0.15727948990435706,0.13836898395721925,0.1958997722095672,0.1825813221406086,0.16584158415841585,0.17814009661835747,0.17208564631245044,0.21510883482714468,0.15086206896551724,0.13047619047619047,0.11524947294448348,0.15524193548387097
1433116800,0.20253929866989118,0.1762152777777778,0.21320182094081944,0.146875,0.16572077185017026,0.2295890410958904,0.1841258491240615,0.14928057553956833,0.20356425702811246,0.1986754966887417,0.14305177111716622,0.19137818419333769,0.18633791430881164,0.2028301886792453,0.23066485753052918,0.2059675550405562,0.20938529088913282,0.17315814171750352,0.2011468901632113,0.25800515274199487,0.16690442225392296,0.13688104723961297,0.21062618595825428,0.1718892607240645,0.15580524344569288,0.22910216718266255,0.21701492537313433,0.18839977851605758,0.21746160064672596,0.17089049058358521,0.260628070925016,0.18434782608695652,0.21485088253195375,0.14285714285714285,0.172396486825596,0.12976235382874388,0.14362806143628062,0.12323365100230037,0.16297786720321933,0.17614091273018415,0.15226939970717424,0.1902212705210564,0.18979591836734694,0.1567209162145871,0.0958904109589041,0.1478463329452852,0.0762745885186672,0.18181818181818182,0.1792452830188679,0.15166204986149584,0.1533396048918156,0.13392857142857142,0.16322517207472959,0.14476885644768855,0.18488372093023256,0.17992424242424243,0.1545778834720571,0.16554433221099887,0.16653992395437262,0.22343921139101863,0.15134370579915135,0.1424682395644283,0.09876543209876543,0.14393226716839136
1435708800,0.20320855614973263,0.1765366264383946,0.20908435472242248,0.1643700787401575,0.14912280701754385,0.22409258285113098,0.18682891911238367,0.15389082462253195,0.21355853771402128,0.20043652237177156,0.15453960077269802,0.18128654970760233,0.19125475285171104,0.2010928961748634,0.21792763157894737,0.20057388809182208,0.2139726733694251,0.16456266907123535,0.19909502262443438,0.25278940027894004,0.18338323353293412,0.13834823776959496,0.2162293488824101,0.17803468208092485,0.16141456582633054,0.2534908700322234,0.20461329715061058,0.19054478784704035,0.21097154575749807,0.17364657814096016,0.2603537981269511,0.17946127946127946,0.21009389671361503,0.14347264110297286,0.17760884588804424,0.12096460521197977,0.13595284872298624,0.12398500936914429,0.14475271411338964,0.16926677067082682,0.15719557195571957,0.19627749576988154,0.19600725952813067,0.16988636363636364,0.09814814814814815,0.1364124597207304,0.07998469192499043,0.20302375809935205,0.1811248808388942,0.14472863381160325,0.17824497257769653,0.15789473684210525,0.15023041474654378,0.15110851808634773,0.176033934252386,0.1882770870337478,0.14367160775370583,0.16322314049586778,0.1797676008202324,0.22494172494172493,0.16644823066841416,0.13711151736745886,0.10926049300466356,0.15480427046263345
