month,ratio_quantity.08N,ratio_quantity.08P,ratio_quantity.08Q,ratio_quantity.08R,ratio_quantity.08T,ratio_quantity.08V,ratio_quantity.08W,ratio_quantity.08X,ratio_quantity.08Y,ratio_quantity.09A,ratio_quantity.09C,ratio_quantity.09D,ratio_quantity.09E,ratio_quantity.09F,ratio_quantity.09G,ratio_quantity.09H,ratio_quantity.09J,ratio_quantity.09L,ratio_quantity.09N,ratio_quantity.09P,ratio_quantity.09W,ratio_quantity.09X,ratio_quantity.09Y,ratio_quantity.10A,ratio_quantity.10C,ratio_quantity.10D,ratio_quantity.10E,ratio_quantity.10J,ratio_quantity.10K,ratio_quantity.10L,ratio_quantity.10Q,ratio_quantity.10R,ratio_quantity.10V,ratio_quantity.10X,ratio_quantity.11A,ratio_quantity.11E,ratio_quantity.11J,ratio_quantity.11M,ratio_quantity.11N,ratio_quantity.11X,ratio_quantity.12D,ratio_quantity.12F,ratio_quantity.13T,ratio_quantity.14L,ratio_quantity.14Y,ratio_quantity.15A,ratio_quantity.15C,ratio_quantity.15D,ratio_quantity.15E,ratio_quantity.15F,ratio_quantity.15M,ratio_quantity.15N,ratio_quantity.99A,ratio_quantity.99C,ratio_quantity.99D,ratio_quantity.99E,ratio_quantity.99F,ratio_quantity.99G,ratio_quantity.99H,ratio_quantity.99J,ratio_quantity.99K,ratio_quantity.99M,ratio_quantity.99N
1414800000,0.5563404263927899,0.47335220301979386,0.4544488581563763,0.4743112126249673,0.6531782698741437,0.664991619048925,0.6097295413962805,0.2921453114697858,0.5466479965350928,0.5908448589111713,2.149555522310497,1.8646958499147237,1.7334688228505213,1.7483253991658594,1.4999057545849388,1.093430113530616,1.5179362310696967,1.2111174952963573,1.1083014036976553,3.166166935475142,1.8206815815086814,1.207311373825143,0.7811482879833355,2.172578984876079,1.4209249901176269,1.9189076986945892,3.3900664787163697,1.7967567173163568,1.3666022293009454,3.0044431906340354,0.9522828689249644,1.139363878046883,1.2697174759728558,1.4442893170733515,1.3774431804688052,0.8867633139042492,1.5765253585509256,1.7046084628423877,2.3977961589081667,1.3804552633890717,1.844881328664297,1.321261805023798,2.11898455403113,2.2509361963751298,0.9794703024604298,0.758438350348341,1.5658965948998576,0.7761295053302502,1.26265139277773,1.9010438566672159,1.5217330082049279,1.7805361531713138,1.65121807246215,2.640645593914028,2.371399559154964,1.484019954702234,1.4300643528958803,1.6545191080736206,0.8319439868752521,1.596172555097434,1.4159482372340615,1.9673669771135658,1.2206520229872198
1417392000,0.6440061905516538,0.39607021069003157,0.45771827440210566,0.4927310655424417,0.722213371568159,0.764397582721187,0.5293256458275403,0.3698720457140408,0.714847380084352,0.674547880590254,2.2676629685912935,2.1538211646227565,1.9357834865253833,2.0379576189071913,1.710454022274001,1.279545877535827,1.5725663267894285,1.132254030486362,1.284724892449527,3.745277810852646,2.10654560552126,1.432329981133055,0.8337788463935603,2.70211418164542,1.6880161536735718,2.158771161031413,3.4248720893808087,2.1296583426059357,1.6498616004651414,3.1313914944636423,1.2048141778695107,1.1759699464178675,1.5455362535250117,1.6035314725455414,1.644162947509184,0.9863996413092211,1.8307624301486842,2.0372922706461996,2.712173877520571,1.547185574421778,2.190250108200978,1.5374682822095105,2.442387627352361,2.6777502832724456,1.115663315945404,0.9205473107281391,1.7895961084569803,0.8776580743414747,1.5779161793729262,2.3144172560297447,1.7509155161413434,2.0592942815239454,1.9782709273942667,2.973616667052049,2.711939965822126,1.8615013396888367,1.7600792035641604,1.903237666803642,0.9617272488277914,1.9120378364491688,1.5354375399542355,2.292253266912136,1.3532865382184287
1420070400,0.6572395269216712,0.41557200859804155,0.42057450477352065,0.48648847114113664,0.7105172459503167,0.6315446359450761,0.536295471990293,0.3273069820167432,0.565443894245361,0.6291180821023109,2.2072784810126582,2.0351466597751657,1.9787723250574818,1.8869309068799593,1.6471101522426115,1.1586948461253244,1.4498330554162733,1.3052039381153304,1.1398450171202017,3.4615716939560204,2.0856416606921733,1.1710158454431927,0.7528015565279239,2.623673142399359,1.8012256861177725,1.9771062186457748,3.701608453635608,1.8581265712099684,1.4827818773307944,2.9388963281415186,0.9608279977412115,1.1387229839115363,1.3899958252685112,1.4610689846495282,1.4333815387761657,0.9163814326261511,1.6718929273824157,1.894089113888828,2.5763424242533652,1.4639763033430755,1.9664182846379568,1.260984829151567,2.1596522426397944,2.4111743599428057,1.0141780226692052,0.8733456817374782,1.6971154193143276,0.8735899606772232,1.4260631066614347,2.0857211318843842,1.6065831101159433,1.922038840316061,1.8068100095689608,2.8395821097077634,2.6826222941983655,1.6001596464127599,1.494201728220087,1.6874350986500521,1.0274587520200038,1.738512573208828,1.541648313710551,2.0957652021850044,1.2525413131601717
1422748800,0.6337666866744689,0.38213518032003824,0.368811488801395,0.45436187399030686,0.689307775921949,0.7300112727322118,0.47261038469144573,0.292713561153185,0.6485974081049728,0.6339205102099621,2.1677215189873418,1.9220829564543234,1.6303969157163758,1.8921723816212928,1.4409712145986395,1.1509702138178222,1.3021288835508085,1.1870604781997187,1.108307803207785,3.0079491942800365,1.9690103836139925,1.0543463700669335,0.6808425842127547,2.2080913278590026,1.5454303224087396,1.6445089108362052,3.4292259447831763,1.9401027434692317,1.3786400063476951,2.6922263725421103,0.9973506994097372,1.0792715831450705,1.5085961516566093,1.4721657111152209,1.3439093153366342,0.8074063433408791,1.5455437672214545,1.7454711032831938,2.3669130470891115,1.3346434274649144,1.8225340199083502,1.2189520015131814,1.9956530329974314,2.3572180106294005,0.9453255697540479,0.7274681612714379,1.5249293470023637,0.8309210422893896,1.3031949679551966,1.907484634479437,1.4746415020387886,1.7664735560268792,1.6344498441824475,2.7100897659425884,2.435375999802203,1.448643375043422,1.3678537879661827,1.6279421945309798,0.7880508874716534,1.6249942189727014,1.4106974916965274,2.0416809389028105,1.171798980576293
1425168000,0.6907721558462465,0.4060186290900406,0.40439856228223137,0.47271992950506675,0.6734006734006731,0.7469882790748213,0.47261038469144573,0.3060187230237843,0.7483816247365073,0.6435253664252646,2.1677215189873418,2.12559762243184,2.2342476252409593,1.9865189269652908,1.6771303858800832,1.2050426399703373,1.410963536504309,1.1870604781997187,1.1803928635790233,3.769386961593295,2.0616293389407825,1.2185478539298167,0.7638721676533345,2.428399759663529,1.683986144417799,1.9771062186457748,3.6806559529546514,1.9947535249754071,1.7257795762913593,2.974134893227148,1.0577536290922986,1.0061006283555742,1.7173327260996623,1.3944886258553726,1.4242517200578462,0.9064746063274901,1.7625069715382566,1.960492905861558,2.6467540251965196,1.5232538714538995,2.0972221616648716,1.4801560018374347,2.2189290654020946,2.4718752529203876,1.0867522297959924,0.825359655268386,1.640407431427154,0.8578698328501265,1.393562502229462,2.076278138644387,1.586209773574618,2.0138478605522994,1.8068100095689608,3.214184961314162,2.596086091159709,1.6482013909932816,1.4008141202063316,1.8875475943232953,0.8612032905280937,1.8247024347584797,1.4583159724288997,2.0912581802448216,1.2608225780405695
1427846400,0.7725787813901756,0.34163194210541514,0.4648758651404866,0.45326557241947674,0.6978403954428904,0.6232576730132815,0.443757861687681,0.3420215578818867,0.6720568650814919,0.644019444616713,2.1440043038315175,1.9945021677259767,1.7834807986288044,1.9674224150110144,1.7081210668264915,1.1479817863829327,1.4213292332955088,1.1778166644232064,1.0648227863013946,3.493331893526267,2.153941884596579,1.1296170942971582,0.7523998247156451,2.7181558744322527,1.6044883169873871,1.834287347104315,3.5916427922577037,1.9403446270175948,1.6887792750630197,2.712528358251018,1.014863521999281,1.1323942375744847,1.6479145357426976,1.2783707792519687,1.3674463670350363,0.8739618616868944,1.7066612162516055,1.9076706362429003,2.7119547503326906,1.4803941975725114,1.9224496009394778,1.4609576322286653,2.177041000609888,2.4953202243603747,1.0051363389061538,0.8049410702450366,1.6264626083237463,0.867159713204991,1.4972300057244687,2.2048610701711766,1.5661836226651509,1.9610658333685216,1.908574160750944,3.251348176377545,2.6346965471283665,1.6053610221289445,1.3817986412313361,1.737276210681272,0.8273799634490779,1.7491842040056949,1.551908669282911,2.1272959504920212,1.192841298357104
1430438400,0.7659186194816398,0.3849373995553973,0.44211970390983346,0.4761577730467231,0.6978403954428904,0.6063213232031379,0.5405170946872508,0.33939062282125687,0.7668869748782667,0.6106258437847353,2.1677386688185822,2.0365939342526613,1.9456154166859683,1.9203298572048997,1.588252921786036,1.2404366953533703,1.4716760453740962,1.0656436487638534,0.9787307312387287,3.385346363587279,2.1197523308728248,1.1209940630429815,0.7275954348898546,2.3513806825033168,1.7532488231981382,1.815852298389699,3.6195933198239114,1.9721535553293585,1.5748733415543703,3.0013950145842436,1.0740638941159057,1.050204333234401,1.539000644012577,1.4261593086452595,1.5283224102156288,0.8295231229570522,1.7117709803721193,1.8697698951254917,2.6381233129066346,1.5790871440773455,1.9920405367200922,1.4429581542135277,2.2204633959076374,2.4600328676522474,1.0789078133212844,0.7549924596809052,1.5668325000539756,0.8852255405634283,1.4386393021688846,2.0173889257020767,1.5943070437532556,1.8968793547569764,1.7880534321735035,3.3022227566622577,2.4619295604314244,1.5979969807430319,1.3872819691727303,1.845517719134934,0.8473168300382123,1.8058804507141628,1.5281246283743606,2.109306132728875,1.3003417273251618
1433116800,0.7625885385273717,0.3560670945887425,0.40961090215175744,0.4761577730467231,0.7454204224049057,0.5927722433550231,0.483796164997848,0.3446524929425166,0.713287347601829,0.5820027573573259,2.159827213822894,2.1855340311932374,2.18186871728355,2.0773050498919488,1.7261012885825597,1.2635504225959797,1.3903465797086858,1.155382061291336,1.1327901981929729,3.3529507046055826,2.020602625073934,1.2072243755847492,0.7138152183199707,2.642791108967403,1.6682428196491377,1.7328945791739259,3.556704632799944,2.035771411952886,1.6392549561462157,3.149351106852481,1.0501018387353669,1.0593365448277436,1.7189453346971244,1.3892121762969372,1.522837999652654,0.8887747745968417,1.85101205265612,2.0245312546882435,2.7623762197943873,1.4875718664092268,2.031185438096688,1.5269557182841698,2.279675753131841,2.565894937776627,1.0973506819250671,0.8068621706513494,1.6254345030087503,0.8603850279455769,1.4259710419406495,2.181279668351164,1.5884884049074408,1.9720450994468122,1.936234655834291,3.3715971843232295,2.480440309006097,1.6384992083655512,1.5079151838834024,1.7697486632173702,0.877222129921914,1.9066737781958836,1.6708288738256627,2.208250130426179,1.2135144577740382
1435708800,0.7203669515745883,0.369398456202296,0.47389545286029755,0.4926715112698608,0.7635477059340822,0.7100177675943778,0.4902043077542937,0.40351318492432803,0.7392197125256673,0.6063354897233295,2.166736264861841,2.303455182774161,2.0381599121738367,2.290633968171145,1.7352395068811912,1.2279166858528647,1.5489717832826644,1.2695607431684206,1.1404004977938682,3.5615375497052706,2.096007361586831,1.1896887911559308,0.7582917555003625,2.4675662689196765,1.6948075334194859,1.874138723013321,3.8309355032646852,2.028443486568354,1.601170238001107,2.867222308113958,1.1644848982622735,1.1333878700077233,1.6870817738459793,1.512948844573174,1.5397467607987032,0.9374614530652522,1.8301264613553423,2.0661580658236955,2.759896212100808,1.5950731552049107,2.032520325203252,1.5636279763598624,2.2868891598691405,2.666091429072192,1.1741834004645282,0.8687114305548626,1.7076323877177801,0.9026798307475321,1.539776507477506,2.263780572539481,1.708984375,2.0590439285207953,2.175444986381199,3.673973020560384,2.6373383170215896,1.6586182095730158,1.5300075422907014,2.0110499626982676,0.9249099124484916,1.8957663311062614,1.7624857576908473,2.1978514880351656,1.4087063414473162
1438387200,0.5829946491812947,0.3789932212984596,0.3997485452699107,0.410559592724884,0.6319015497385507,0.6311269045283359,0.473416488995585,0.35634930616693905,0.6611909650924025,0.6349812608913608,2.0721877733042335,2.1839210428546045,1.8667691922864915,2.0975737020610485,1.5081243475419768,1.1665208515602215,1.3486072740023194,1.1409268352702986,1.1313497001923294,3.383730077480953,1.915375832864713,1.0694314404253673,0.6621315691144471,2.4925922959878273,1.6206597038323833,1.5617822691777676,3.348573186247781,1.7975269289456173,1.6209377718035898,3.134267523085356,1.0491615146179423,1.1013970833542797,1.6587274583191562,1.2762037930996213,1.3559235659515767,0.8387813001110151,1.7190162016638455,1.911590515861312,2.7419398281574066,1.4466526710322565,1.8848585921756655,1.39288699043551,2.178365515526774,2.359372946081586,1.0823067650604177,0.8169339280714601,1.505345207693485,0.819181946403385,1.4892661556176592,2.0620575512240813,1.602415054563492,1.8607343698312926,1.827057072274656,3.151760503172556,2.557418974081542,1.5081683277312157,1.416873181769206,1.6326265826206365,0.8884439302372608,1.7346471175354201,1.5903911887580708,2.1843952544349503,1.1962660000577503
